18:25:16.001996 IP 192.168.20.1.64725 > 239.255.255.250.1900: UDP, length 275
18:25:21.003348 IP 192.168.20.1.64725 > 239.255.255.250.1900: UDP, length 275
18:25:26.000673 IP 192.168.20.1.64725 > 239.255.255.250.1900: UDP, length 275
18:25:31.003634 IP 192.168.20.1.64725 > 239.255.255.250.1900: UDP, length 275
18:25:35.926906 ARP, Request who-has 192.168.20.135 (Broadcast) tell 192.168.20.136, length 46
18:25:35.927361 ARP, Reply 192.168.20.135 is-at 00:0c:29:6f:d4:68 (oui Unknown), length 46
18:25:36.000568 IP 192.168.20.1.64725 > 239.255.255.250.1900: UDP, length 275
18:25:36.128525 IP 192.168.20.136.38878 > 192.168.20.2.domain: 32008+ PTR? 135.20.168.192.in-addr.arpa. (45)
18:25:36.142079 IP 192.168.20.2.domain > 192.168.20.136.38878: 32008 NXDomain 0/0/0 (45)
18:25:36.143989 IP 192.168.20.136.57385 > 192.168.20.135.ssh: Flags [S], seq 346449675, win 1024, options [mss 1460], length 0
18:27:51.515242 IP 192.168.20.136.63567 > 192.168.20.135.1755: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.515323 IP 192.168.20.136.63567 > 192.168.20.135.3268: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.515334 IP 192.168.20.136.63567 > 192.168.20.135.2383: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.515380 IP 192.168.20.136.63567 > 192.168.20.135.9593: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.515391 IP 192.168.20.136.63567 > 192.168.20.135.20005: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.515436 IP 192.168.20.136.63567 > 192.168.20.135.1130: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.515446 IP 192.168.20.136.63567 > 192.168.20.135.9110: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.515498 IP 192.168.20.136.63567 > 192.168.20.135.5862: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.515516 IP 192.168.20.136.63567 > 192.168.20.135.683: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.515562 IP 192.168.20.136.63567 > 192.168.20.135.49160: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.515626 IP 192.168.20.135.6156 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.515634 IP 192.168.20.135.1147 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.515685 IP 192.168.20.135.afs3-fileserver > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.515697 IP 192.168.20.135.2809 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.515792 IP 192.168.20.135.13456 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.515803 IP 192.168.20.135.3001 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.515849 IP 192.168.20.135.x11-5 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.515860 IP 192.168.20.135.omirr > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.515904 IP 192.168.20.135.8089 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.515914 IP 192.168.20.135.259 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.515959 IP 192.168.20.135.1029 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.515969 IP 192.168.20.135.50500 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516059 IP 192.168.20.135.klogin > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516070 IP 192.168.20.135.19315 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516116 IP 192.168.20.135.4662 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516127 IP 192.168.20.135.49999 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516178 IP 192.168.20.135.1272 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516188 IP 192.168.20.135.5001 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516233 IP 192.168.20.135.5405 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516243 IP 192.168.20.135.1199 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516315 IP 192.168.20.135.7676 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516326 IP 192.168.20.135.gsigatekeeper > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516371 IP 192.168.20.135.9535 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516381 IP 192.168.20.135.2042 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516428 IP 192.168.20.135.kerberos > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516493 IP 192.168.20.135.3766 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516505 IP 192.168.20.135.541 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516550 IP 192.168.20.135.6666 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516560 IP 192.168.20.135.6792 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516604 IP 192.168.20.135.3351 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516613 IP 192.168.20.135.90 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516659 IP 192.168.20.135.5960 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516675 IP 192.168.20.135.3889 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516721 IP 192.168.20.135.1064 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516731 IP 192.168.20.135.545 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516778 IP 192.168.20.135.48080 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516788 IP 192.168.20.135.20828 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516880 IP 192.168.20.135.722 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516892 IP 192.168.20.135.3995 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516937 IP 192.168.20.135.amandaidx > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516947 IP 192.168.20.135.1755 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.516992 IP 192.168.20.135.3268 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.517001 IP 192.168.20.135.2383 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.517289 IP 192.168.20.136.63567 > 192.168.20.135.3814: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.517433 IP 192.168.20.136.63567 > 192.168.20.135.time: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.517444 IP 192.168.20.136.63567 > 192.168.20.135.8290: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.517562 IP 192.168.20.136.63567 > 192.168.20.135.21571: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.517574 IP 192.168.20.136.63567 > 192.168.20.135.1717: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.517696 IP 192.168.20.136.63567 > 192.168.20.135.2196: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.517707 IP 192.168.20.136.63567 > 192.168.20.135.1301: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.517829 IP 192.168.20.136.63567 > 192.168.20.135.6580: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.517841 IP 192.168.20.136.63567 > 192.168.20.135.34573: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.517920 IP 192.168.20.136.63567 > 192.168.20.135.3000: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.517977 IP 192.168.20.136.63567 > 192.168.20.135.4321: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.518052 IP 192.168.20.136.63567 > 192.168.20.135.18988: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.518111 IP 192.168.20.136.63567 > 192.168.20.135.10010: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.518122 IP 192.168.20.136.63567 > 192.168.20.135.15000: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.518204 IP 192.168.20.136.63567 > 192.168.20.135.1084: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.518288 IP 192.168.20.136.63567 > 192.168.20.135.5902: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.518306 IP 192.168.20.136.63567 > 192.168.20.135.bgpd: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.518399 IP 192.168.20.136.63567 > 192.168.20.135.9898: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.518411 IP 192.168.20.136.63567 > 192.168.20.135.9100: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.518497 IP 192.168.20.136.63567 > 192.168.20.135.2200: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.518509 IP 192.168.20.136.63567 > 192.168.20.135.2008: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.518629 IP 192.168.20.136.63567 > 192.168.20.135.3006: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.518641 IP 192.168.20.136.63567 > 192.168.20.135.82: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.518722 IP 192.168.20.136.63567 > 192.168.20.135.kerberos-adm: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.518778 IP 192.168.20.136.63567 > 192.168.20.135.34571: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.518843 IP 192.168.20.136.63567 > 192.168.20.135.vopied: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.518854 IP 192.168.20.136.63567 > 192.168.20.135.49154: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.518941 IP 192.168.20.136.63567 > 192.168.20.135.3914: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.518999 IP 192.168.20.136.63567 > 192.168.20.135.903: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.519010 IP 192.168.20.136.63567 > 192.168.20.135.2323: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.519097 IP 192.168.20.136.63567 > 192.168.20.135.63331: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.519109 IP 192.168.20.136.63567 > 192.168.20.135.1124: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.519159 IP 192.168.20.136.63567 > 192.168.20.135.497: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.519170 IP 192.168.20.136.63567 > 192.168.20.135.27356: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.519214 IP 192.168.20.136.63567 > 192.168.20.135.4444: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.519296 IP 192.168.20.136.63567 > 192.168.20.135.700: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.519307 IP 192.168.20.136.63567 > 192.168.20.135.33354: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.519353 IP 192.168.20.136.63567 > 192.168.20.135.8045: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.519365 IP 192.168.20.136.63567 > 192.168.20.135.3370: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.519417 IP 192.168.20.136.63567 > 192.168.20.135.3283: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.519428 IP 192.168.20.136.63567 > 192.168.20.135.1169: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.519476 IP 192.168.20.136.63567 > 192.168.20.135.6565: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.519486 IP 192.168.20.136.63567 > 192.168.20.135.144: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.519538 IP 192.168.20.136.63567 > 192.168.20.135.4900: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.519548 IP 192.168.20.136.63567 > 192.168.20.135.4125: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.519594 IP 192.168.20.136.63567 > 192.168.20.135.1494: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.519606 IP 192.168.20.136.63567 > 192.168.20.135.1111: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.519657 IP 192.168.20.136.63567 > 192.168.20.135.1721: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.519672 IP 192.168.20.136.63567 > 192.168.20.135.2967: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.519719 IP 192.168.20.136.63567 > 192.168.20.135.8180: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.519774 IP 192.168.20.135.9593 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.519783 IP 192.168.20.135.20005 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.519834 IP 192.168.20.135.1130 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.519845 IP 192.168.20.135.9110 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.519892 IP 192.168.20.135.5862 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.519902 IP 192.168.20.135.683 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.519995 IP 192.168.20.135.49160 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.520007 IP 192.168.20.135.3814 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.520054 IP 192.168.20.135.time > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.520064 IP 192.168.20.135.8290 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.520109 IP 192.168.20.135.21571 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.520119 IP 192.168.20.135.1717 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.520207 IP 192.168.20.135.2196 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.520219 IP 192.168.20.135.1301 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.520294 IP 192.168.20.135.6580 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.520306 IP 192.168.20.135.34573 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.520360 IP 192.168.20.135.3000 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.520370 IP 192.168.20.135.4321 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.520417 IP 192.168.20.135.18988 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.520428 IP 192.168.20.135.10010 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.520474 IP 192.168.20.135.15000 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.520487 IP 192.168.20.135.1084 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.520575 IP 192.168.20.135.5902 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.520590 IP 192.168.20.135.bgpd > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.520635 IP 192.168.20.135.9898 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.520646 IP 192.168.20.135.9100 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.520690 IP 192.168.20.135.2200 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.520701 IP 192.168.20.135.2008 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.520745 IP 192.168.20.135.3006 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.520755 IP 192.168.20.135.82 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.520801 IP 192.168.20.135.kerberos-adm > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.520811 IP 192.168.20.135.34571 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.520910 IP 192.168.20.135.vopied > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.520921 IP 192.168.20.135.49154 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.520970 IP 192.168.20.135.3914 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.520980 IP 192.168.20.135.903 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.521025 IP 192.168.20.135.2323 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.521035 IP 192.168.20.135.63331 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.521080 IP 192.168.20.135.1124 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.521090 IP 192.168.20.135.497 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.521136 IP 192.168.20.135.27356 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.521324 IP 192.168.20.135.4444 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.521339 IP 192.168.20.135.700 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.521423 IP 192.168.20.135.33354 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.521434 IP 192.168.20.135.8045 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.521479 IP 192.168.20.135.3370 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.521490 IP 192.168.20.135.3283 > 192.168.20.136.63567: Flags [R.], seq 0, ack 2724564352, win 0, length 0
18:27:51.521552 IP 192.168.20.136.63567 > 192.168.20.135.5004: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.521819 IP 192.168.20.136.63567 > 192.168.20.135.27715: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.521907 IP 192.168.20.136.63567 > 192.168.20.135.30951: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.521963 IP 192.168.20.136.63567 > 192.168.20.135.5120: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.522029 IP 192.168.20.136.63567 > 192.168.20.135.3703: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.522040 IP 192.168.20.136.63567 > 192.168.20.135.5859: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.522342 IP 192.168.20.136.63567 > 192.168.20.135.5214: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.522357 IP 192.168.20.136.63567 > 192.168.20.135.898: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.522440 IP 192.168.20.136.63567 > 192.168.20.135.5414: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.522452 IP 192.168.20.136.63567 > 192.168.20.135.1086: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.522532 IP 192.168.20.136.63567 > 192.168.20.135.264: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.522632 IP 192.168.20.136.63567 > 192.168.20.135.1138: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.522643 IP 192.168.20.136.63567 > 192.168.20.135.49155: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.522728 IP 192.168.20.136.63567 > 192.168.20.135.1259: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.522786 IP 192.168.20.136.63567 > 192.168.20.135.2260: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.522797 IP 192.168.20.136.63567 > 192.168.20.135.52848: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.522924 IP 192.168.20.136.63567 > 192.168.20.135.4446: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.522935 IP 192.168.20.136.63567 > 192.168.20.135.svn: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.523015 IP 192.168.20.136.63567 > 192.168.20.135.9200: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.523122 IP 192.168.20.136.63567 > 192.168.20.135.9998: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.523134 IP 192.168.20.136.63567 > 192.168.20.135.5825: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.523214 IP 192.168.20.136.63567 > 192.168.20.135.10617: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.523336 IP 192.168.20.136.63567 > 192.168.20.135.617: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.523394 IP 192.168.20.136.63567 > 192.168.20.135.17877: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.523404 IP 192.168.20.136.63567 > 192.168.20.135.32785: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.523451 IP 192.168.20.136.63567 > 192.168.20.135.3517: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.523461 IP 192.168.20.136.63567 > 192.168.20.135.12265: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.523507 IP 192.168.20.136.63567 > 192.168.20.135.49157: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.523518 IP 192.168.20.136.63567 > 192.168.20.135.8099: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.523564 IP 192.168.20.136.63567 > 192.168.20.135.afs3-kaserver: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.523574 IP 192.168.20.136.63567 > 192.168.20.135.2717: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.523626 IP 192.168.20.136.63567 > 192.168.20.135.705: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.523641 IP 192.168.20.136.63567 > 192.168.20.135.2107: Flags [F], seq 2724564351, win 1024, length 0
18:27:51.523687 IP 192.168.20.136.63567 > 192.168.20.135.8333: Flags [F], seq 2724564351, win 1024, length 0
